#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 169580      6.52e+00    7.14e-01      1.65e+00    1.80e-01    7.3e-06
 169590      5.62e+00    7.57e-01      1.42e+00    1.91e-01    7.3e-06
 169600      6.59e+00    4.08e-01      1.66e+00    1.03e-01    7.3e-06
 169610      5.64e+00    9.48e-01      1.43e+00    2.40e-01    7.3e-06
 169620      5.79e+00    5.44e-01      1.46e+00    1.37e-01    7.3e-06
 169630      5.94e+00    5.62e-01      1.50e+00    1.42e-01    7.3e-06
 169640      6.07e+00    5.61e-01      1.53e+00    1.42e-01    7.3e-06
 169650      7.37e+00    5.15e-01      1.86e+00    1.30e-01    7.3e-06
 169660      5.60e+00    5.87e-01      1.41e+00    1.48e-01    7.3e-06
 169670      6.59e+00    5.40e-01      1.67e+00    1.37e-01    7.3e-06
 169680      5.63e+00    6.79e-01      1.42e+00    1.72e-01    7.3e-06
 169690      6.11e+00    1.11e+00      1.54e+00    2.80e-01    7.3e-06
 169700      6.40e+00    2.79e-01      1.62e+00    7.05e-02    7.3e-06
 169710      6.65e+00    2.92e-01      1.68e+00    7.38e-02    7.3e-06
 169720      6.05e+00    7.23e-01      1.53e+00    1.83e-01    7.3e-06
 169730      6.86e+00    4.06e-01      1.73e+00    1.02e-01    7.3e-06
 169740      6.91e+00    4.46e-01      1.74e+00    1.13e-01    7.3e-06
 169750      6.56e+00    7.13e-01      1.66e+00    1.80e-01    7.3e-06
 169760      5.64e+00    4.76e-01      1.42e+00    1.20e-01    7.3e-06
 169770      5.33e+00    4.71e-01      1.35e+00    1.19e-01    7.3e-06
 169780      5.99e+00    6.42e-01      1.51e+00    1.62e-01    7.3e-06
 169790      6.11e+00    5.30e-01      1.54e+00    1.34e-01    7.3e-06
 169800      7.28e+00    6.59e-01      1.84e+00    1.66e-01    7.3e-06
 169810      6.01e+00    8.20e-01      1.52e+00    2.07e-01    7.3e-06
 169820      6.83e+00    8.06e-01      1.72e+00    2.04e-01    7.3e-06
 169830      6.35e+00    6.44e-01      1.60e+00    1.63e-01    7.3e-06
 169840      6.58e+00    4.64e-01      1.66e+00    1.17e-01    7.3e-06
 169850      6.86e+00    1.42e+00      1.73e+00    3.60e-01    7.3e-06
 169860      5.33e+00    5.85e-01      1.35e+00    1.48e-01    7.3e-06
 169870      6.24e+00    7.64e-01      1.58e+00    1.93e-01    7.3e-06
 169880      5.88e+00    5.19e-01      1.48e+00    1.31e-01    7.3e-06
 169890      5.43e+00    3.66e-01      1.37e+00    9.25e-02    7.3e-06
 169900      6.77e+00    5.45e-01      1.71e+00    1.38e-01    7.3e-06
 169910      6.15e+00    7.99e-01      1.55e+00    2.02e-01    7.3e-06
 169920      5.66e+00    8.34e-01      1.43e+00    2.11e-01    7.3e-06
 169930      5.97e+00    1.03e+00      1.51e+00    2.59e-01    7.3e-06
 169940      5.54e+00    9.24e-01      1.40e+00    2.33e-01    7.3e-06
 169950      6.88e+00    4.22e-01      1.74e+00    1.07e-01    7.3e-06
 169960      6.06e+00    4.51e-01      1.53e+00    1.14e-01    7.3e-06
 169970      6.75e+00    9.08e-01      1.70e+00    2.29e-01    7.3e-06
 169980      6.62e+00    6.32e-01      1.67e+00    1.60e-01    7.3e-06
 169990      6.28e+00    5.75e-01      1.59e+00    1.45e-01    7.3e-06
 170000      5.31e+00    5.53e-01      1.42e+00    1.48e-01    6.5e-06
 170010      6.07e+00    6.13e-01      1.63e+00    1.64e-01    6.5e-06
 170020      6.00e+00    4.73e-01      1.61e+00    1.27e-01    6.5e-06
 170030      5.94e+00    3.97e-01      1.59e+00    1.07e-01    6.5e-06
 170040      6.10e+00    4.11e-01      1.64e+00    1.10e-01    6.5e-06
 170050      4.90e+00    6.53e-01      1.31e+00    1.75e-01    6.5e-06
 170060      5.77e+00    8.94e-01      1.55e+00    2.40e-01    6.5e-06
 170070      5.58e+00    3.86e-01      1.50e+00    1.04e-01    6.5e-06
 170080      5.84e+00    4.65e-01      1.57e+00    1.25e-01    6.5e-06
 170090      5.93e+00    3.11e-01      1.59e+00    8.35e-02    6.5e-06
 170100      5.88e+00    8.76e-01      1.58e+00    2.35e-01    6.5e-06
 170110      5.33e+00    4.95e-01      1.43e+00    1.33e-01    6.5e-06
 170120      6.24e+00    6.33e-01      1.67e+00    1.70e-01    6.5e-06
 170130      4.49e+00    8.17e-01      1.20e+00    2.19e-01    6.5e-06
 170140      5.28e+00    3.79e-01      1.42e+00    1.02e-01    6.5e-06
 170150      5.59e+00    5.86e-01      1.50e+00    1.57e-01    6.5e-06
 170160      4.92e+00    5.48e-01      1.32e+00    1.47e-01    6.5e-06
 170170      5.41e+00    3.68e-01      1.45e+00    9.87e-02    6.5e-06
 170180      6.01e+00    1.29e+00      1.61e+00    3.47e-01    6.5e-06
 170190      4.77e+00    3.33e-01      1.28e+00    8.92e-02    6.5e-06
 170200      5.48e+00    4.36e-01      1.47e+00    1.17e-01    6.5e-06
 170210      5.95e+00    3.27e-01      1.60e+00    8.77e-02    6.5e-06
 170220      5.76e+00    5.23e-01      1.54e+00    1.40e-01    6.5e-06
 170230      6.07e+00    3.73e-01      1.63e+00    9.99e-02    6.5e-06
 170240      5.23e+00    5.09e-01      1.40e+00    1.37e-01    6.5e-06
 170250      5.80e+00    4.35e-01      1.55e+00    1.17e-01    6.5e-06
 170260      4.88e+00    6.96e-01      1.31e+00    1.87e-01    6.5e-06
 170270      5.04e+00    3.56e-01      1.35e+00    9.54e-02    6.5e-06
 170280      6.11e+00    1.40e+00      1.64e+00    3.75e-01    6.5e-06
 170290      5.06e+00    3.54e-01      1.36e+00    9.50e-02    6.5e-06
 170300      5.81e+00    4.10e-01      1.56e+00    1.10e-01    6.5e-06
 170310      5.40e+00    5.16e-01      1.45e+00    1.38e-01    6.5e-06
 170320      5.94e+00    8.59e-01      1.59e+00    2.30e-01    6.5e-06
 170330      6.72e+00    9.54e-01      1.80e+00    2.56e-01    6.5e-06
 170340      5.47e+00    6.18e-01      1.47e+00    1.66e-01    6.5e-06
 170350      5.46e+00    4.23e-01      1.46e+00    1.13e-01    6.5e-06
 170360      5.23e+00    4.94e-01      1.40e+00    1.32e-01    6.5e-06
 170370      6.44e+00    6.17e-01      1.73e+00    1.65e-01    6.5e-06
 170380      5.64e+00    4.04e-01      1.51e+00    1.08e-01    6.5e-06
 170390      5.01e+00    5.23e-01      1.34e+00    1.40e-01    6.5e-06
 170400      5.85e+00    6.17e-01      1.57e+00    1.65e-01    6.5e-06
 170410      4.83e+00    5.12e-01      1.29e+00    1.37e-01    6.5e-06
 170420      6.32e+00    5.28e-01      1.69e+00    1.42e-01    6.5e-06
 170430      5.34e+00    5.89e-01      1.43e+00    1.58e-01    6.5e-06
 170440      5.61e+00    4.30e-01      1.50e+00    1.15e-01    6.5e-06
 170450      6.38e+00    4.19e-01      1.71e+00    1.12e-01    6.5e-06
 170460      5.48e+00    4.06e-01      1.47e+00    1.09e-01    6.5e-06
 170470      5.00e+00    3.16e-01      1.34e+00    8.47e-02    6.5e-06
 170480      4.89e+00    5.93e-01      1.31e+00    1.59e-01    6.5e-06
 170490      6.09e+00    6.83e-01      1.63e+00    1.83e-01    6.5e-06
 170500      5.65e+00    4.71e-01      1.51e+00    1.26e-01    6.5e-06
 170510      6.08e+00    3.74e-01      1.63e+00    1.00e-01    6.5e-06
 170520      5.78e+00    4.34e-01      1.55e+00    1.16e-01    6.5e-06
 170530      5.75e+00    4.93e-01      1.54e+00    1.32e-01    6.5e-06
 170540      5.96e+00    6.49e-01      1.60e+00    1.74e-01    6.5e-06
 170550      6.72e+00    6.45e-01      1.80e+00    1.73e-01    6.5e-06
 170560      5.92e+00    3.64e-01      1.59e+00    9.76e-02    6.5e-06
 170570      5.85e+00    4.40e-01      1.57e+00    1.18e-01    6.5e-06
 170580      5.34e+00    3.39e-01      1.43e+00    9.09e-02    6.5e-06
 170590      5.50e+00    7.02e-01      1.47e+00    1.88e-01    6.5e-06
 170600      5.72e+00    5.17e-01      1.53e+00    1.39e-01    6.5e-06
 170610      6.17e+00    5.98e-01      1.65e+00    1.60e-01    6.5e-06
 170620      5.27e+00    4.61e-01      1.41e+00    1.24e-01    6.5e-06
 170630      5.62e+00    6.30e-01      1.51e+00    1.69e-01    6.5e-06
 170640      5.44e+00    3.50e-01      1.46e+00    9.39e-02    6.5e-06
 170650      4.98e+00    4.39e-01      1.33e+00    1.18e-01    6.5e-06
 170660      5.28e+00    3.41e-01      1.42e+00    9.15e-02    6.5e-06
 170670      6.04e+00    4.57e-01      1.62e+00    1.22e-01    6.5e-06
 170680      6.25e+00    5.70e-01      1.67e+00    1.53e-01    6.5e-06
 170690      6.50e+00    1.05e+00      1.74e+00    2.81e-01    6.5e-06
 170700      6.45e+00    3.62e-01      1.73e+00    9.70e-02    6.5e-06
 170710      6.80e+00    6.32e-01      1.82e+00    1.69e-01    6.5e-06
 170720      5.65e+00    5.69e-01      1.52e+00    1.53e-01    6.5e-06
 170730      6.32e+00    7.39e-01      1.69e+00    1.98e-01    6.5e-06
 170740      4.91e+00    5.84e-01      1.32e+00    1.56e-01    6.5e-06
 170750      5.52e+00    3.13e-01      1.48e+00    8.39e-02    6.5e-06
 170760      5.84e+00    6.68e-01      1.56e+00    1.79e-01    6.5e-06
 170770      6.04e+00    2.73e-01      1.62e+00    7.33e-02    6.5e-06
 170780      5.29e+00    8.72e-01      1.42e+00    2.34e-01    6.5e-06
 170790      5.79e+00    6.76e-01      1.55e+00    1.81e-01    6.5e-06
 170800      6.00e+00    3.88e-01      1.61e+00    1.04e-01    6.5e-06
 170810      5.96e+00    7.73e-01      1.60e+00    2.07e-01    6.5e-06
 170820      6.04e+00    4.38e-01      1.62e+00    1.17e-01    6.5e-06
 170830      5.59e+00    4.67e-01      1.50e+00    1.25e-01    6.5e-06
 170840      5.29e+00    5.92e-01      1.42e+00    1.59e-01    6.5e-06
 170850      5.96e+00    8.03e-01      1.60e+00    2.15e-01    6.5e-06
 170860      6.12e+00    3.20e-01      1.64e+00    8.58e-02    6.5e-06
 170870      6.79e+00    3.55e-01      1.82e+00    9.51e-02    6.5e-06
 170880      6.22e+00    9.51e-01      1.67e+00    2.55e-01    6.5e-06
 170890      5.39e+00    4.94e-01      1.45e+00    1.32e-01    6.5e-06
 170900      5.47e+00    6.12e-01      1.47e+00    1.64e-01    6.5e-06
 170910      5.65e+00    4.16e-01      1.52e+00    1.12e-01    6.5e-06
 170920      6.70e+00    6.10e-01      1.80e+00    1.64e-01    6.5e-06
 170930      5.12e+00    3.52e-01      1.37e+00    9.44e-02    6.5e-06
 170940      5.88e+00    4.16e-01      1.58e+00    1.12e-01    6.5e-06
 170950      5.62e+00    1.37e+00      1.51e+00    3.67e-01    6.5e-06
 170960      5.55e+00    5.48e-01      1.49e+00    1.47e-01    6.5e-06
 170970      6.03e+00    6.78e-01      1.62e+00    1.82e-01    6.5e-06
 170980      5.93e+00    7.62e-01      1.59e+00    2.04e-01    6.5e-06
 170990      5.52e+00    4.09e-01      1.48e+00    1.10e-01    6.5e-06
 171000      6.54e+00    3.88e-01      1.75e+00    1.04e-01    6.5e-06
 171010      5.71e+00    5.64e-01      1.53e+00    1.51e-01    6.5e-06
 171020      5.57e+00    4.35e-01      1.49e+00    1.17e-01    6.5e-06
 171030      6.03e+00    4.08e-01      1.62e+00    1.09e-01    6.5e-06
 171040      6.32e+00    5.49e-01      1.70e+00    1.47e-01    6.5e-06
 171050      5.52e+00    5.35e-01      1.48e+00    1.44e-01    6.5e-06
 171060      6.20e+00    5.16e-01      1.66e+00    1.38e-01    6.5e-06
 171070      5.63e+00    6.51e-01      1.51e+00    1.75e-01    6.5e-06
 171080      6.40e+00    3.66e-01      1.72e+00    9.81e-02    6.5e-06
 171090      5.61e+00    4.48e-01      1.50e+00    1.20e-01    6.5e-06
 171100      5.85e+00    5.29e-01      1.57e+00    1.42e-01    6.5e-06
 171110      6.24e+00    2.97e-01      1.67e+00    7.97e-02    6.5e-06
 171120      5.90e+00    1.32e+00      1.58e+00    3.54e-01    6.5e-06
 171130      6.24e+00    5.48e-01      1.67e+00    1.47e-01    6.5e-06
 171140      5.58e+00    5.91e-01      1.50e+00    1.58e-01    6.5e-06
 171150      5.75e+00    7.79e-01      1.54e+00    2.09e-01    6.5e-06
 171160      5.85e+00    4.16e-01      1.57e+00    1.11e-01    6.5e-06
 171170      5.19e+00    4.12e-01      1.39e+00    1.11e-01    6.5e-06
 171180      6.10e+00    7.75e-01      1.64e+00    2.08e-01    6.5e-06
 171190      5.97e+00    4.41e-01      1.60e+00    1.18e-01    6.5e-06
 171200      5.76e+00    3.77e-01      1.54e+00    1.01e-01    6.5e-06
 171210      5.87e+00    3.50e-01      1.57e+00    9.39e-02    6.5e-06
 171220      5.21e+00    5.08e-01      1.40e+00    1.36e-01    6.5e-06
 171230      5.67e+00    3.36e-01      1.52e+00    9.01e-02    6.5e-06
 171240      5.57e+00    6.24e-01      1.49e+00    1.67e-01    6.5e-06
 171250      6.59e+00    6.61e-01      1.77e+00    1.77e-01    6.5e-06
 171260      4.78e+00    3.92e-01      1.28e+00    1.05e-01    6.5e-06
 171270      6.60e+00    5.72e-01      1.77e+00    1.53e-01    6.5e-06
 171280      5.79e+00    4.42e-01      1.55e+00    1.19e-01    6.5e-06
 171290      5.44e+00    4.37e-01      1.46e+00    1.17e-01    6.5e-06
 171300      7.04e+00    1.24e+00      1.89e+00    3.32e-01    6.5e-06
 171310      5.60e+00    2.69e-01      1.50e+00    7.20e-02    6.5e-06
 171320      5.53e+00    5.69e-01      1.48e+00    1.53e-01    6.5e-06
 171330      6.20e+00    4.04e-01      1.66e+00    1.08e-01    6.5e-06
 171340      5.19e+00    6.66e-01      1.39e+00    1.79e-01    6.5e-06
 171350      5.89e+00    6.68e-01      1.58e+00    1.79e-01    6.5e-06
 171360      6.18e+00    4.86e-01      1.66e+00    1.30e-01    6.5e-06
 171370      6.61e+00    5.77e-01      1.77e+00    1.55e-01    6.5e-06
 171380      5.37e+00    3.77e-01      1.44e+00    1.01e-01    6.5e-06
 171390      5.44e+00    3.16e-01      1.46e+00    8.48e-02    6.5e-06
 171400      5.30e+00    7.26e-01      1.42e+00    1.95e-01    6.5e-06
 171410      5.52e+00    6.09e-01      1.48e+00    1.63e-01    6.5e-06
 171420      6.84e+00    4.43e-01      1.84e+00    1.19e-01    6.5e-06
 171430      6.29e+00    4.55e-01      1.69e+00    1.22e-01    6.5e-06
 171440      6.01e+00    4.16e-01      1.61e+00    1.11e-01    6.5e-06
 171450      5.51e+00    7.20e-01      1.48e+00    1.93e-01    6.5e-06
 171460      5.84e+00    5.52e-01      1.57e+00    1.48e-01    6.5e-06
 171470      6.61e+00    5.72e-01      1.77e+00    1.53e-01    6.5e-06
 171480      6.33e+00    6.47e-01      1.70e+00    1.74e-01    6.5e-06
 171490      5.69e+00    1.28e+00      1.53e+00    3.42e-01    6.5e-06
 171500      6.05e+00    5.34e-01      1.62e+00    1.43e-01    6.5e-06
 171510      5.64e+00    4.91e-01      1.51e+00    1.32e-01    6.5e-06
 171520      6.87e+00    3.91e-01      1.84e+00    1.05e-01    6.5e-06
 171530      5.60e+00    5.22e-01      1.50e+00    1.40e-01    6.5e-06
 171540      5.09e+00    3.63e-01      1.37e+00    9.74e-02    6.5e-06
 171550      6.11e+00    6.92e-01      1.64e+00    1.86e-01    6.5e-06
 171560      5.51e+00    6.04e-01      1.48e+00    1.62e-01    6.5e-06
 171570      6.50e+00    3.55e-01      1.74e+00    9.51e-02    6.5e-06
 171580      6.13e+00    7.16e-01      1.64e+00    1.92e-01    6.5e-06
 171590      5.19e+00    6.16e-01      1.39e+00    1.65e-01    6.5e-06
 171600      5.93e+00    7.96e-01      1.59e+00    2.13e-01    6.5e-06
 171610      5.72e+00    3.99e-01      1.53e+00    1.07e-01    6.5e-06
 171620      6.51e+00    4.77e-01      1.74e+00    1.28e-01    6.5e-06
 171630      5.33e+00    5.16e-01      1.43e+00    1.38e-01    6.5e-06
 171640      6.72e+00    5.32e-01      1.80e+00    1.43e-01    6.5e-06
 171650      5.10e+00    4.86e-01      1.37e+00    1.30e-01    6.5e-06
 171660      6.97e+00    3.96e-01      1.87e+00    1.06e-01    6.5e-06
 171670      5.27e+00    3.97e-01      1.41e+00    1.07e-01    6.5e-06
 171680      6.77e+00    7.46e-01      1.82e+00    2.00e-01    6.5e-06
 171690      5.84e+00    7.98e-01      1.57e+00    2.14e-01    6.5e-06
 171700      5.44e+00    7.85e-01      1.46e+00    2.10e-01    6.5e-06
 171710      5.32e+00    9.71e-01      1.43e+00    2.60e-01    6.5e-06
 171720      5.69e+00    7.14e-01      1.52e+00    1.91e-01    6.5e-06
 171730      5.74e+00    1.15e+00      1.54e+00    3.09e-01    6.5e-06
 171740      5.31e+00    4.98e-01      1.42e+00    1.34e-01    6.5e-06
 171750      4.83e+00    4.38e-01      1.29e+00    1.17e-01    6.5e-06
 171760      5.08e+00    5.11e-01      1.36e+00    1.37e-01    6.5e-06
 171770      6.53e+00    7.30e-01      1.75e+00    1.96e-01    6.5e-06
 171780      6.45e+00    4.38e-01      1.73e+00    1.17e-01    6.5e-06
 171790      5.70e+00    6.21e-01      1.53e+00    1.66e-01    6.5e-06
 171800      5.85e+00    3.49e-01      1.57e+00    9.37e-02    6.5e-06
 171810      6.09e+00    3.45e-01      1.63e+00    9.25e-02    6.5e-06
 171820      5.06e+00    5.19e-01      1.36e+00    1.39e-01    6.5e-06
 171830      5.79e+00    7.22e-01      1.55e+00    1.94e-01    6.5e-06
 171840      6.40e+00    4.26e-01      1.71e+00    1.14e-01    6.5e-06
 171850      6.11e+00    8.43e-01      1.64e+00    2.26e-01    6.5e-06
 171860      5.23e+00    3.80e-01      1.40e+00    1.02e-01    6.5e-06
 171870      5.27e+00    7.27e-01      1.41e+00    1.95e-01    6.5e-06
 171880      5.65e+00    8.93e-01      1.52e+00    2.39e-01    6.5e-06
 171890      5.19e+00    7.10e-01      1.39e+00    1.90e-01    6.5e-06
 171900      5.88e+00    3.78e-01      1.58e+00    1.01e-01    6.5e-06
 171910      6.32e+00    3.77e-01      1.70e+00    1.01e-01    6.5e-06
 171920      5.38e+00    4.72e-01      1.44e+00    1.27e-01    6.5e-06
 171930      5.72e+00    4.15e-01      1.53e+00    1.11e-01    6.5e-06
 171940      5.60e+00    7.77e-01      1.50e+00    2.08e-01    6.5e-06
 171950      5.80e+00    5.92e-01      1.56e+00    1.59e-01    6.5e-06
 171960      5.18e+00    5.22e-01      1.39e+00    1.40e-01    6.5e-06
 171970      6.27e+00    4.94e-01      1.68e+00    1.33e-01    6.5e-06
 171980      5.90e+00    3.63e-01      1.58e+00    9.74e-02    6.5e-06
 171990      6.03e+00    5.84e-01      1.62e+00    1.57e-01    6.5e-06
 172000      5.72e+00    6.45e-01      1.53e+00    1.73e-01    6.5e-06
 172010      6.12e+00    7.45e-01      1.64e+00    2.00e-01    6.5e-06
 172020      4.85e+00    5.72e-01      1.30e+00    1.53e-01    6.5e-06
 172030      5.32e+00    4.15e-01      1.43e+00    1.11e-01    6.5e-06
 172040      5.70e+00    5.42e-01      1.53e+00    1.45e-01    6.5e-06
 172050      5.94e+00    3.73e-01      1.59e+00    1.00e-01    6.5e-06
 172060      6.17e+00    4.17e-01      1.65e+00    1.12e-01    6.5e-06
 172070      5.81e+00    8.49e-01      1.56e+00    2.28e-01    6.5e-06
 172080      5.63e+00    8.50e-01      1.51e+00    2.28e-01    6.5e-06
 172090      6.08e+00    8.13e-01      1.63e+00    2.18e-01    6.5e-06
 172100      5.83e+00    6.14e-01      1.56e+00    1.64e-01    6.5e-06
 172110      5.76e+00    4.19e-01      1.54e+00    1.12e-01    6.5e-06
 172120      5.77e+00    5.81e-01      1.55e+00    1.56e-01    6.5e-06
 172130      5.89e+00    4.78e-01      1.58e+00    1.28e-01    6.5e-06
 172140      5.79e+00    6.12e-01      1.55e+00    1.64e-01    6.5e-06
 172150      6.29e+00    3.12e-01      1.69e+00    8.37e-02    6.5e-06
 172160      5.25e+00    4.35e-01      1.41e+00    1.17e-01    6.5e-06
 172170      6.32e+00    5.20e-01      1.70e+00    1.39e-01    6.5e-06
 172180      5.37e+00    4.05e-01      1.44e+00    1.09e-01    6.5e-06
 172190      5.06e+00    6.20e-01      1.36e+00    1.66e-01    6.5e-06
 172200      4.90e+00    6.99e-01      1.31e+00    1.87e-01    6.5e-06
 172210      5.27e+00    4.08e-01      1.41e+00    1.10e-01    6.5e-06
 172220      5.56e+00    4.86e-01      1.49e+00    1.30e-01    6.5e-06
 172230      5.41e+00    4.65e-01      1.45e+00    1.25e-01    6.5e-06
 172240      6.35e+00    4.91e-01      1.70e+00    1.32e-01    6.5e-06
 172250      4.51e+00    4.46e-01      1.21e+00    1.20e-01    6.5e-06
 172260      6.07e+00    7.09e-01      1.63e+00    1.90e-01    6.5e-06
 172270      5.38e+00    4.79e-01      1.44e+00    1.28e-01    6.5e-06
 172280      6.21e+00    6.75e-01      1.67e+00    1.81e-01    6.5e-06
 172290      6.16e+00    5.32e-01      1.65e+00    1.43e-01    6.5e-06
 172300      6.19e+00    4.36e-01      1.66e+00    1.17e-01    6.5e-06
 172310      6.92e+00    3.75e-01      1.85e+00    1.00e-01    6.5e-06
 172320      5.57e+00    8.93e-01      1.49e+00    2.39e-01    6.5e-06
 172330      5.15e+00    6.33e-01      1.38e+00    1.70e-01    6.5e-06
 172340      6.57e+00    5.52e-01      1.76e+00    1.48e-01    6.5e-06
